Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 58360,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 4.99 ,
PN 58361,Buy,BA 001,PROD 1001,,BYR 001,,,SL009,, 4.99 ,
PN 61900,Buy,BA 001,PROD 1003,,BYR 001,,,SL006,, 4.99 ,
PN 68253,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 4.99 ,
PN 70379,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 4.99 ,
PN 70380,Buy,BA 002,PROD 2004,,BYR 003,,,SL008,, 4.99 ,
PN 50941,Buy,BA 003,PROD 3002,,BYR 002,,,SL008,, 4.99 ,
PN 61899,Make,BA 001,PROD 1003,MRP 006,,WC039,50,SL009,C, 4.99 , 6.329 
PN 58358,Make,BA 001,PROD 1001,MRP 004,,WC018,,SL009,C, 4.99 , 8.485 
PN 58357,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,B, 4.99 , 14.997 
PN 68252,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 4.99 , 2.372 
PN 58366,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 4.98 ,
PN 63607,Buy,BA 002,PROD 2002,,BYR 007,,,SL006,, 4.98 ,
PN 68258,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 4.98 ,
PN 50942,Buy,BA 003,PROD 3002,,BYR 001,,,,, 4.98 ,
PN 50943,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 4.98 ,
PN 71231,Buy,,,,BYR 002,,,,, 4.98 ,
PN 58365,Make,BA 001,PROD 1001,MRP 007,,WC035,,SL009,C, 4.98 , 1.153 
PN 58364,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 4.98 , 6.933 
PN 58363,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 4.98 , 6.557 
PN 68257,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 4.98 , 2.964 
PN 68255,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 4.98 , 18.898 
PN 68254,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 4.98 , 1.590 
PN 68256,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 4.98 , 0.559 
PN 58368,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 4.97 ,
PN 58370,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 4.97 ,
PN 61013,Buy,BA 001,PROD 1002,,BYR 004,,,SL008,, 4.97 ,
PN 68259,Buy,BA 002,PROD 2003,,BYR 003,,,SL008,, 4.97 ,
PN 68265,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 4.97 ,
PN 70381,Buy,BA 002,PROD 2004,,BYR 002,,,SL008,, 4.97 ,
PN 71232,Buy,,,,BYR 006,,,,, 4.97 ,
PN 61901,Make,BA 001,PROD 1003,MRP 009,,WC039,50,SL009,A, 4.97 , 15.905 
PN 61902,Make,BA 001,PROD 1003,MRP 008,,WC039,100,SL009,A, 4.97 , 11.344 
PN 58367,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 4.97 , 2.457 
PN 68261,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 4.97 , 0.422 
PN 68263,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 4.97 , 19.828 
PN 68264,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 4.97 , 4.343 
PN 68260,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 4.97 , 14.511 
PN 68262,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 4.97 , 19.720 
PN 58371,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 4.96 ,
PN 58372,Buy,BA 001,PROD 1001,,BYR 008,,,SL009,, 4.96 ,
PN 58378,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 4.96 ,
PN 61903,Buy,BA 001,PROD 1003,,BYR 003,,,SL006,, 4.96 ,
PN 63079,Buy,BA 002,PROD 2001,,BYR 008,,,SL008,, 4.96 ,
PN 68266,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 4.96 ,
PN 71233,Buy,,,,BYR 009,,,,, 4.96 ,
PN 58376,Make,BA 001,PROD 1001,MRP 003,,WC028,,SL009,C, 4.96 , 4.749 
PN 58374,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 4.96 , 13.335 
PN 58377,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 4.96 , 14.155 
PN 58373,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 4.96 , 13.491 
PN 58375,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 4.96 , 4.504 
PN 68267,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 4.96 , 13.306 
PN 58379,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 4.95 ,
PN 70383,Buy,BA 002,PROD 2004,,BYR 001,,,SL008,, 4.95 ,
PN 50944,Buy,BA 003,PROD 3002,,BYR 002,,,SL006,, 4.95 ,
PN 58380,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,, 4.95 , 0.672 
PN 68268,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 4.95 , 12.740 
PN 58381,Make,BA 001,PROD 1001,MRP 005,,WC018,,SL009,C, 4.94 , 4.725 
PN 58383,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 4.94 , 11.877 
PN 58382,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 4.94 , 6.518 
PN 70384,Make,BA 002,PROD 2004,MRP 006,,WC007,,SL009,, 4.94 , 0.537 
PN 68270,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 4.94 , 16.885 
PN 68269,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 4.94 , 4.628 
PN 58388,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 4.93 ,
PN 63081,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 4.93 ,
PN 68271,Buy,BA 002,PROD 2003,,BYR 003,,,SL008,, 4.93 ,
PN 61014,Make,BA 001,PROD 1002,MRP 007,,WC041,,SL006,, 4.93 , 17.601 
PN 58385,Make,BA 001,PROD 1001,MRP 009,,WC026,,SL009,C, 4.93 , 0.442 
PN 58386,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,, 4.93 , 8.950 
PN 68274,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 4.93 , 10.137 
PN 68275,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 4.93 , 0.428 
PN 68273,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 4.93 , 2.355 
PN 58389,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 4.92 ,
PN 68277,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 4.92 ,
PN 50945,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 4.92 ,
PN 58390,Make,BA 001,PROD 1001,MRP 005,,WC027,,SL009,C, 4.92 , 19.703 
PN 68276,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 4.92 , 9.498 
PN 58391,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 4.91 ,
PN 61904,Buy,BA 001,PROD 1003,,BYR 006,,,SL006,, 4.91 ,
PN 63608,Buy,BA 002,PROD 2002,,BYR 007,,,SL006,, 4.91 ,
PN 50946,Buy,BA 003,PROD 3002,,BYR 002,,,,, 4.91 ,
PN 61905,Make,BA 001,PROD 1003,MRP 001,,WC039,500,SL009,C, 4.91 , 17.606 
PN 58394,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 4.91 , 3.444 
PN 58395,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,NPI, 4.91 , 19.792 
PN 58392,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 4.91 , 17.213 
PN 58393,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 4.91 , 12.609 
PN 68279,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 4.91 , 2.966 
PN 68278,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 4.91 , 2.745 
PN 58403,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 4.90 ,
PN 71236,Buy,,,,BYR 006,,,,, 4.90 ,
PN 71237,Buy,,,,BYR 002,,,,, 4.90 ,
PN 58398,Make,BA 001,PROD 1001,MRP 003,,WC027,,SL009,C, 4.90 , 18.322 
PN 58399,Make,BA 001,PROD 1001,MRP 006,,WC027,,SL009,, 4.90 , 2.172 
PN 58397,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 4.90 , 14.692 
PN 58401,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,A, 4.90 , 17.121 
PN 68281,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL008,, 4.90 , 7.405 
PN 68280,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 4.90 , 3.948 
PN 58407,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 4.89 ,
PN 58408,Buy,BA 001,PROD 1001,,BYR 008,,,SL008,, 4.89 ,
PN 50947,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 4.89 ,
PN 71239,Buy,,,,BYR 005,,,,, 4.89 ,
PN 58406,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 4.89 , 12.603 
PN 58413,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 4.88 ,
PN 58414,Buy,BA 001,PROD 1001,,BYR 004,,,SL009,, 4.88 ,
PN 61015,Buy,BA 001,PROD 1002,,BYR 003,,,SL008,, 4.88 ,
PN 68286,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 4.88 ,
PN 70385,Buy,BA 002,PROD 2004,,BYR 006,,,SL008,, 4.88 ,
PN 50948,Buy,BA 003,PROD 3002,,BYR 007,,,SL008,, 4.88 ,
PN 58411,Make,BA 001,PROD 1001,MRP 009,,WC034,,SL009,B, 4.88 , 0.470 
PN 58412,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 4.88 , 0.053 
PN 58409,Make,BA 001,PROD 1001,MRP 002,,WC014,,SL009,A, 4.88 , 5.229 
PN 58410,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 4.88 , 18.116 
PN 68287,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 4.88 , 12.488 
PN 68283,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 4.88 , 16.126 
PN 68285,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 4.88 , 12.253 
PN 58415,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,, 4.87 , 18.849 
PN 58416,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,A, 4.87 , 5.113 
PN 68288,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 4.87 , 1.428 
PN 68289,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 4.87 , 10.259 
PN 58420,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 4.86 ,
PN 58421,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 4.86 ,
PN 61906,Buy,BA 001,PROD 1003,,BYR 004,,,SL008,, 4.86 ,
PN 61907,Buy,BA 001,PROD 1003,,BYR 002,,,SL006,, 4.86 ,
PN 63082,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 4.86 ,
PN 68290,Buy,BA 002,PROD 2003,,BYR 002,,,SL008,, 4.86 ,
PN 70387,Buy,BA 002,PROD 2004,,BYR 004,,,SL008,, 4.86 ,
PN 50949,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 4.86 ,
PN 50950,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 4.86 ,
PN 61908,Make,BA 001,PROD 1003,MRP 008,,WC039,50,SL009,B, 4.86 , 16.692 
PN 58418,Make,BA 001,PROD 1001,MRP 008,,WC027,,SL009,C, 4.86 , 1.543 
PN 68293,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 4.86 , 2.044 
PN 68294,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL008,, 4.86 , 13.858 
PN 68291,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 4.86 , 15.069 
PN 68292,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 4.86 , 3.247 
PN 58422,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 4.85 ,
PN 63083,Buy,BA 002,PROD 2001,,BYR 007,,,SL006,, 4.85 ,
PN 70388,Buy,BA 002,PROD 2004,,BYR 003,,,SL006,, 4.85 ,
PN 70389,Buy,BA 002,PROD 2004,,BYR 007,,,SL006,, 4.85 ,
PN 50951,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 4.85 ,
PN 58424,Make,BA 001,PROD 1001,MRP 009,,WC034,,SL009,C, 4.85 , 13.591 
PN 58423,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 4.85 , 0.219 
PN 58425,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 4.85 , 12.892 
PN 68298,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL008,, 4.85 , 6.247 
PN 68297,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 4.85 , 2.633 
PN 68295,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 4.85 , 11.116 
PN 68296,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 4.85 , 0.207 
PN 58432,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 4.84 ,
PN 58433,Buy,BA 001,PROD 1001,,BYR 005,,,SL008,, 4.84 ,
PN 61909,Buy,BA 001,PROD 1003,,BYR 008,,,SL006,, 4.84 ,
PN 63084,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 4.84 ,
PN 63610,Buy,BA 002,PROD 2002,,BYR 008,,,SL006,, 4.84 ,
PN 68303,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 4.84 ,
PN 50952,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 4.84 ,
PN 50953,Buy,BA 003,PROD 3002,,BYR 009,,,SL006,, 4.84 ,
PN 71241,Buy,,,,BYR 004,,,,, 4.84 ,
PN 61910,Make,BA 001,PROD 1003,MRP 009,,WC039,2000,SL009,C, 4.84 , 16.184 
PN 58426,Make,BA 001,PROD 1001,MRP 008,,WC035,,SL009,C, 4.84 , 1.129 
PN 58427,Make,BA 001,PROD 1001,MRP 001,,WC016,,SL009,C, 4.84 , 15.191 
PN 58434,Make,BA 001,PROD 1001,MRP 001,,WC016,,SL009,B, 4.84 , 3.655 
PN 58429,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 4.84 , 11.564 
PN 58430,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 4.84 , 6.223 
PN 58431,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 4.84 , 10.881 
PN 68299,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 4.84 , 3.627 
PN 68301,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 4.84 , 18.095 
PN 68302,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 4.84 , 5.810 
PN 68304,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 4.84 , 7.295 
PN 68300,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 4.84 , 19.701 
PN 58435,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 4.83 ,
PN 61911,Buy,BA 001,PROD 1003,,BYR 008,,,SL006,, 4.83 ,
PN 58437,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 4.83 , 3.025 
PN 58436,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 4.83 , 18.543 
PN 58439,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 4.83 , 10.483 
PN 68305,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 4.83 , 10.837 
PN 63611,Make,BA 002,PROD 2002,MRP 004,,WC001,,SL009,, 4.83 , 19.481 
PN 58444,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 4.82 ,
PN 68308,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 4.82 ,
PN 70390,Buy,BA 002,PROD 2004,,BYR 002,,,SL006,, 4.82 ,
PN 50954,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 4.82 ,
PN 58442,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 4.82 , 2.022 
PN 58440,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 4.82 , 17.478 
PN 68307,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 4.82 , 4.770 
PN 58448,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 4.81 ,
PN 63612,Buy,BA 002,PROD 2002,,BYR 002,,,SL006,, 4.81 ,
PN 50955,Buy,BA 003,PROD 3002,,BYR 008,,,,, 4.81 ,
PN 61912,Make,BA 001,PROD 1003,MRP 005,,WC039,50,SL009,C, 4.81 , 14.911 
PN 61913,Make,BA 001,PROD 1003,MRP 006,,WC039,30,SL009,C, 4.81 , 10.354 
PN 58445,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 4.81 , 16.680 
PN 68312,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 4.81 , 8.145 
PN 68311,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 4.81 , 11.929 
PN 68309,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 4.81 , 1.314 
PN 68310,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 4.81 , 2.552 
PN 58455,Buy,BA 001,PROD 1001,,BYR 007,,,SL009,, 4.80 ,
PN 68313,Buy,BA 002,PROD 2003,,BYR 002,,,SL008,, 4.80 ,
PN 58454,Make,BA 001,PROD 1001,MRP 005,,WC040,,SL009,, 4.80 , 2.940 
PN 58452,Make,BA 001,PROD 1001,MRP 007,,WC023,,SL009,C, 4.80 , 15.337 
PN 68319,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 4.80 , 17.679 
PN 68317,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 4.80 , 4.800 
PN 68314,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 4.80 , 14.102 
PN 68315,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 4.80 , 15.036 
PN 68318,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 4.80 , 5.290 
PN 58457,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 4.79 ,
PN 58464,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 4.79 ,
PN 61914,Buy,BA 001,PROD 1003,,BYR 009,,,SL008,, 4.79 ,
PN 68322,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 4.79 ,
PN 68323,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 4.79 ,
PN 58458,Make,BA 001,PROD 1001,MRP 009,,WC016,,SL009,C, 4.79 , 9.627 
PN 58459,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 4.79 , 2.391 
PN 63085,Make,BA 002,PROD 2001,MRP 004,,WC008,,,, 4.79 , 18.601 
PN 68324,Make,BA 002,PROD 2003,MRP 006,,WC004,,SL006,, 4.79 , 16.522 
PN 68320,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 4.79 , 6.501 
PN 61915,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 4.78 ,
PN 61916,Buy,BA 001,PROD 1003,,BYR 006,,,SL008,, 4.78 ,
PN 50956,Buy,BA 003,PROD 3002,,BYR 002,,,SL008,, 4.78 ,
PN 50957,Buy,BA 003,PROD 3002,,BYR 005,,,,, 4.78 ,
PN 58468,Make,BA 001,PROD 1001,MRP 004,,WC034,,SL009,C, 4.78 , 13.970 
PN 58466,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 4.78 , 14.616 
PN 58467,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 4.78 , 19.192 
PN 68327,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL006,, 4.78 , 13.926 
PN 68326,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 4.78 , 17.189 
PN 68325,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 4.78 , 7.666 
PN 58471,Buy,BA 001,PROD 1001,,BYR 006,,,SL009,, 4.77 ,
PN 58472,Buy,BA 001,PROD 1001,,BYR 005,,,SL009,, 4.77 ,
PN 58474,Buy,BA 001,PROD 1001,,BYR 008,,,SL008,C, 4.77 ,
PN 63086,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 4.77 ,
PN 68328,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 4.77 ,
PN 68330,Buy,BA 002,PROD 2003,,BYR 001,,,SL006,, 4.77 ,
PN 68331,Buy,BA 002,PROD 2003,,BYR 009,,,SL006,, 4.77 ,
PN 50958,Buy,BA 003,PROD 3002,,BYR 004,,,SL008,, 4.77 ,
PN 58473,Make,BA 001,PROD 1001,MRP 001,,WC028,,SL009,C, 4.77 , 13.958 
PN 58475,Make,BA 001,PROD 1001,MRP 001,,WC013,,SL009,, 4.77 , 18.915 
PN 68329,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 4.77 , 11.680 
PN 58481,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 4.76 ,
PN 58476,Make,BA 001,PROD 1001,MRP 006,,WC035,,SL009,C, 4.76 , 13.419 
PN 58478,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 4.76 , 18.885 
PN 58479,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 4.76 , 15.671 
PN 58480,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 4.76 , 1.497 
PN 68333,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 4.76 , 12.654 
PN 68332,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 4.76 , 15.581 
PN 58482,Buy,BA 001,PROD 1001,,BYR 008,,,SL006,, 4.75 ,
PN 50959,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 4.75 ,
PN 61917,Make,BA 001,PROD 1003,MRP 007,,WC039,6,SL009,, 4.75 , 5.737 
PN 58483,Make,BA 001,PROD 1001,MRP 006,,WC016,,SL009,C, 4.75 , 2.667 
PN 58485,Make,BA 001,PROD 1001,MRP 006,,WC016,,SL009,C, 4.75 , 17.156 
PN 58484,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 4.75 , 6.280 
PN 68334,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 4.75 , 12.596 
PN 68335,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 4.75 , 8.541 
PN 61918,Buy,BA 001,PROD 1003,,BYR 008,,,SL006,, 4.74 ,
PN 50960,Buy,BA 003,PROD 3002,,BYR 004,,,SL006,, 4.74 ,
PN 58489,Make,BA 001,PROD 1001,MRP 008,,WC034,,SL006,, 4.74 , 12.753 
PN 58488,Make,BA 001,PROD 1001,MRP 003,,WC023,,SL006,, 4.74 , 0.948 
PN 68339,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 4.74 , 12.543 
PN 68338,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 4.74 , 4.889 
PN 68336,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 4.74 , 17.854 
PN 68337,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL006,, 4.74 , 2.306 
PN 61919,Make,BA 001,PROD 1003,MRP 004,,WC039,100,SL009,C, 4.73 , 2.222 
PN 58493,Make,BA 001,PROD 1001,MRP 008,,WC019,,SL009,C, 4.73 , 17.954 
PN 58494,Make,BA 001,PROD 1001,MRP 006,,WC017,,SL009,C, 4.73 , 3.323 
PN 58492,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 4.73 , 0.506 
PN 58490,Make,BA 001,PROD 1001,MRP 007,,WC014,,SL009,A, 4.73 , 12.845 
PN 58491,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 4.73 , 8.141 
PN 68340,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 4.73 , 12.073 
PN 68341,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 4.73 , 1.396 
PN 58497,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 4.72 ,
PN 58498,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 4.72 ,
PN 50961,Buy,BA 003,PROD 3002,,BYR 007,,,SL006,, 4.72 ,
PN 61920,Make,BA 001,PROD 1003,MRP 008,,WC039,20,SL009,C, 4.72 , 17.098 
PN 58496,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 4.72 , 5.114 
PN 63087,Make,BA 002,PROD 2001,MRP 002,,WC009,,SL006,, 4.72 , 0.721 
PN 68345,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 4.72 , 17.629 
PN 68342,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 4.72 , 14.984 
PN 68343,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 4.72 , 19.639 
PN 68344,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 4.72 , 11.781 
PN 58507,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 4.71 ,
PN 61016,Buy,BA 001,PROD 1002,,BYR 005,,,SL008,, 4.71 ,
PN 61921,Buy,BA 001,PROD 1003,,BYR 002,,,,, 4.71 ,
PN 63089,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 4.71 ,
PN 50962,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 4.71 ,
PN 61922,Make,BA 001,PROD 1003,MRP 009,,WC039,50,SL009,C, 4.71 , 14.775 
PN 58504,Make,BA 001,PROD 1001,MRP 004,,WC028,,SL009,C, 4.71 , 10.047 
PN 58503,Make,BA 001,PROD 1001,MRP 005,,WC027,,SL009,C, 4.71 , 7.159 
PN 58500,Make,BA 001,PROD 1001,MRP 003,,WC026,,SL009,C, 4.71 , 13.392 
PN 58502,Make,BA 001,PROD 1001,MRP 008,,WC021,,SL009,A, 4.71 , 19.528 
PN 58501,Make,BA 001,PROD 1001,MRP 003,,WC015,,SL009,C, 4.71 , 13.806 
PN 58505,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 4.71 , 3.838 
PN 63088,Make,BA 002,PROD 2001,MRP 003,,WC011,,SL009,, 4.71 , 15.705 
PN 68348,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 4.71 , 3.845 
PN 68347,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 4.71 , 0.158 
PN 61017,Buy,BA 001,PROD 1002,,BYR 005,,,SL006,, 4.70 ,
PN 63614,Buy,BA 002,PROD 2002,,BYR 004,,,SL006,, 4.70 ,
PN 71247,Buy,,,,BYR 004,,,,, 4.70 ,
PN 58509,Make,BA 001,PROD 1001,MRP 004,,WC018,,SL009,C, 4.70 , 11.902 
PN 58510,Make,BA 001,PROD 1001,MRP 009,,WC017,,SL009,C, 4.70 , 2.672 
PN 58508,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 4.70 , 12.229 
